id,cinsiyyət,Yaşlı təbəqə,tərəfdaş,asılı olanlar,müddəti,Telefon Xidməti,Birdən çox xətt,İnternet servisi,onlayn təhlükəsizlik,onlayn yedəkləmə,Cihazın Mühafizəsi,texniki dəstək,canli tv,filmlər,müqavilə,Kağızsız Hesablaşma,ödəniş metodu,Aylıq Ödənişlər,Ümumi ödənişlər,Churn,"TelefonXidməti,KağızsızHesablaşma"
6646-JPPHA,Qadın,1,Yox,Yox,14,Hə,Yox,Fiber optic,Hə,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,78.85,1043.8,Yox,Hə Yox
9572-MTILT,Kişi,0,Hə,Yox,59,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Yox,ayliq,Hə,elektronik cek,106.75,6252.9,Hə,Hə Hə
7658-UYUQS,Kişi,1,Hə,Yox,21,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Hə,Yox,ayliq,Yox,bank transfer,86.55,1857.25,Yox,Hə Yox
7880-XSOJX,Kişi,0,Yox,Yox,4,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Yox,Hə,Yox,Yox,ayliq,Yox,mail cek,42.4,146.4,Yox,Yox Yox
9611-CTWIH,Qadın,0,Yox,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,89.45,240.45,Hə,Hə Hə
4589-IUAJB,Kişi,0,Hə,Yox,70,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,24.25,1724.15,Yox,Hə Yox
0329-GTIAJ,Qadın,0,Yox,Yox,3,Hə,Yox,Fiber optic,Yox,Hə,Yox,Hə,Hə,Hə,ayliq,Hə,elektronik cek,97.9,315.3,Hə,Hə Hə
8746-BFOAJ,Kişi,1,Yox,Yox,21,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,bank transfer,20.5,429.55,Yox,Hə Yox
8457-XIGKN,Kişi,0,Yox,Yox,20,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,kredit karti,19.6,356.15,Yox,Hə Hə
6072-NUQCB,Kişi,0,Hə,Hə,22,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,bank transfer,20.25,488.25,Yox,Hə Yox
6629-CZTTH,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,mail cek,55.7,55.7,Hə,Hə Hə
8838-GPHZP,Qadın,0,Yox,Yox,63,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,mail cek,20.6,1298.7,Yox,Hə Hə
8750-QWZAJ,Qadın,0,Hə,Hə,70,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,19.8,1378.75,Yox,Hə Yox
5364-EVNIB,Kişi,0,Yox,Yox,13,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,elektronik cek,79.8,973.45,Hə,Hə Hə
6918-UMQCG,Qadın,0,Yox,Yox,5,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Yox,elektronik cek,80.2,384.25,Yox,Hə Yox
0675-NCDYU,Qadın,0,Hə,Hə,72,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,kredit karti,116.4,8543.25,Yox,Hə Hə
6339-DKLMK,Qadın,0,Yox,Yox,13,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,31.65,389.95,Yox,Yox Hə
1346-PJWTK,Kişi,0,Hə,Yox,61,Hə,Yox,Fiber optic,Yox,Hə,Hə,Hə,Yox,Hə,ayliq,Yox,kredit karti,94.15,5731.85,Yox,Hə Yox
5088-QZLRL,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,20.65,20.65,Yox,Hə Yox
8023-QHAIO,Qadın,1,Hə,Yox,56,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,bank transfer,76.85,4275.75,Yox,Hə Hə
4397-FRLTA,Qadın,0,Yox,Yox,4,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.15,84.5,Yox,Hə Yox
3057-VJJQE,Kişi,0,Yox,Yox,35,Hə,Hə,DSL,Hə,Yox,Yox,Yox,Yox,Yox,2illik,Yox,mail cek,55.25,1924.1,Yox,Hə Yox
5087-SUURX,Qadın,0,Hə,Yox,18,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Hə,Yox,Hə,Yox,ayliq,Hə,elektronik cek,39.05,669.85,Hə,Yox Hə
2302-OUZXB,Kişi,0,Hə,Yox,72,Hə,Hə,DSL,Yox,Hə,Hə,Yox,Hə,Hə,2illik,Yox,bank transfer,82.15,5784.3,Yox,Hə Yox
8133-ANHHJ,Qadın,1,Yox,Yox,49,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Yox,Hə,illik,Yox,bank transfer,103.0,5166.2,Yox,Hə Yox
2270-CHBFN,Qadın,0,Hə,Yox,44,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Yox,Yox,ayliq,Hə,kredit karti,95.1,4060.55,Yox,Hə Hə
0013-EXCHZ,Qadın,1,Hə,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Hə,Hə,Yox,ayliq,Hə,mail cek,83.9,267.4,Hə,Hə Hə
5982-FPVQN,Qadın,0,Hə,Hə,37,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Yox,Hə,ayliq,Hə,elektronik cek,95.15,3532.85,Yox,Hə Hə
9107-UKCKY,Kişi,0,Hə,Yox,61,Hə,Hə,DSL,Yox,Hə,Hə,Yox,Hə,Hə,illik,Hə,elektronik cek,79.8,4914.8,Yox,Hə Hə
4654-ULTTN,Kişi,0,Hə,Yox,70,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Yox,Hə,2illik,Hə,kredit karti,74.8,5315.8,Yox,Hə Hə
5550-VFRLC,Qadın,1,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,69.85,69.85,Hə,Hə Hə
5546-BYZSM,Qadın,0,Yox,Yox,41,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,20.45,775.6,Yox,Hə Yox
1492-KGETH,Kişi,0,Hə,Hə,70,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Yox,Hə,illik,Yox,bank transfer,78.35,5445.95,Yox,Hə Yox
4929-BSTRX,Qadın,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,mail cek,53.55,53.55,Hə,Hə Hə
4163-HFTUK,Kişi,0,Yox,Yox,51,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,elektronik cek,19.1,1007.8,Yox,Hə Yox
8215-NGSPE,Qadın,0,Hə,Hə,42,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,20.0,833.55,Yox,Hə Yox
2225-ZRGSG,Qadın,0,Hə,Hə,70,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Yox,Yox,2illik,Yox,bank transfer,93.9,6579.05,Hə,Hə Yox
8859-YSTWS,Kişi,0,Yox,Yox,48,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,bank transfer,19.95,1004.5,Yox,Hə Yox
5271-YNWVR,Kişi,0,Hə,Hə,68,Hə,Hə,Fiber optic,Hə,Hə,Hə,Hə,Hə,Hə,2illik,Hə,elektronik cek,113.15,7856,Hə,Hə Hə
7601-DHFWZ,Qadın,0,Yox,Yox,48,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,24.0,1183.05,Yox,Hə Yox
2657-ALMWY,Qadın,1,Hə,Yox,26,Hə,Yox,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Yox,elektronik cek,84.95,2169.75,Hə,Hə Yox
6330-JKLPC,Kişi,0,Hə,Yox,11,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,80.5,896.9,Hə,Hə Hə
4667-OHGKG,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,19.3,19.3,Hə,Hə Hə
1998-VHJHK,Qadın,0,Yox,Yox,27,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.15,501.35,Yox,Hə Yox
1707-HABPF,Qadın,1,Yox,Yox,46,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Hə,Yox,illik,Hə,bank transfer,91.3,4126.35,Yox,Hə Hə
1660-HSOOQ,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Hə,mail cek,49.65,49.65,Hə,Hə Hə
7253-UVNDW,Qadın,0,Yox,Yox,46,Hə,Yox,DSL,Yox,Yox,Hə,Hə,Yox,Yox,2illik,Yox,kredit karti,54.35,2460.15,Hə,Hə Yox
0487-VVUVK,Kişi,0,Hə,Hə,25,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,19.15,477.6,Yox,Hə Hə
7228-OMTPN,Kişi,0,Yox,Yox,4,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,88.45,370.65,Hə,Hə Hə
5063-IUOKK,Kişi,0,Yox,Yox,13,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,mail cek,19.75,265.75,Yox,Hə Yox
4508-OEBEY,Kişi,0,Hə,Yox,31,Hə,Yox,DSL,Hə,Hə,Hə,Hə,Yox,Hə,illik,Hə,kredit karti,75.5,2424.45,Yox,Hə Hə
0027-KWYKW,Qadın,0,Hə,Hə,23,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,83.75,1849.95,Yox,Hə Hə
2308-STERM,Qadın,0,Yox,Yox,2,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.4,61.05,Yox,Hə Yox
5982-XMDEX,Qadın,0,Yox,Yox,65,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,26.5,1698.55,Yox,Hə Yox
6284-AHOOQ,Kişi,1,Yox,Yox,22,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Hə,Yox,ayliq,Hə,bank transfer,90.5,1910.6,Hə,Hə Hə
6051-PTVNS,Qadın,0,Hə,Hə,55,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,kredit karti,19.15,998.1,Yox,Hə Yox
2344-JMOGN,Kişi,0,Hə,Yox,9,Hə,Yox,Fiber optic,Yox,Hə,Hə,Hə,Hə,Yox,ayliq,Hə,mail cek,94.85,890.6,Hə,Hə Hə
3799-ISUZQ,Kişi,0,Hə,Hə,7,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,69.95,529.5,Hə,Hə Hə
2877-VDUER,Qadın,0,Hə,Hə,35,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Hə,Hə,Yox,illik,Yox,mail cek,40.9,1383.6,Yox,Yox Yox
9152-AMKAK,Kişi,0,Yox,Yox,6,Hə,Yox,DSL,Hə,Yox,Hə,Hə,Hə,Hə,2illik,Hə,mail cek,80.25,493.4,Yox,Hə Hə
1794-HBQTJ,Qadın,0,Yox,Yox,1,Hə,Yox,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,48.6,48.6,Hə,Hə Hə
9432-VOFYX,Kişi,0,Yox,Yox,17,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,70.8,1207,Yox,Hə Hə
8049-WJCLQ,Kişi,0,Hə,Hə,10,Hə,Yox,DSL,Yox,Yox,Hə,Yox,Hə,Yox,ayliq,Yox,mail cek,60.2,563.5,Yox,Hə Yox
6586-PSJOX,Kişi,0,Yox,Hə,15,Hə,Yox,DSL,Yox,Yox,Hə,Hə,Yox,Yox,illik,Yox,kredit karti,55.2,864.55,Yox,Hə Yox
2460-FPSYH,Qadın,1,Yox,Yox,40,Yox,Teleon xidmeti yoxdur,DSL,Hə,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,55.8,2109.35,Hə,Yox Hə
9705-ZJBCG,Qadın,0,Hə,Hə,13,Hə,Yox,DSL,Hə,Yox,Yox,Hə,Yox,Yox,illik,Yox,bank transfer,54.15,701.05,Yox,Hə Yox
4818-DRBQT,Kişi,0,Hə,Yox,29,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,80.15,2265.25,Hə,Hə Hə
1320-HTRDR,Qadın,0,Yox,Yox,3,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,75.5,220.6,Hə,Hə Hə
6847-KJLTS,Qadın,1,Hə,Yox,58,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,bank transfer,100.4,5749.8,Yox,Hə Hə
9670-BPNXF,Qadın,0,Yox,Yox,45,Hə,Yox,DSL,Hə,Hə,Yox,Hə,Yox,Yox,illik,Hə,kredit karti,62.55,2796.45,Yox,Hə Hə
3913-FCUUW,Qadın,0,Hə,Hə,72,Hə,Hə,DSL,Hə,Hə,Hə,Hə,Yox,Yox,2illik,Hə,bank transfer,70.45,5165.7,Yox,Hə Hə
3301-VKTGC,Kişi,0,Hə,Hə,68,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Yox,Yox,illik,Hə,bank transfer,85.5,5696.6,Yox,Hə Hə
1493-AMTIE,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,bank transfer,20.2,20.2,Hə,Hə Hə
9555-SAHUZ,Qadın,0,Hə,Hə,38,Hə,Yox,DSL,Hə,Hə,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,54.5,2076.05,Yox,Hə Yox
0816-TSPHQ,Kişi,0,Yox,Yox,2,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.75,44.2,Yox,Hə Yox
9932-WBWIK,Kişi,0,Yox,Yox,11,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.35,215.25,Yox,Hə Yox
4619-EVPHY,Qadın,1,Hə,Yox,20,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,illik,Hə,bank transfer,91.0,1859.5,Yox,Hə Hə
5286-YHCVC,Kişi,0,Hə,Yox,72,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,2illik,Hə,bank transfer,104.8,7470.1,Yox,Hə Hə
6424-ELEYH,Qadın,0,Hə,Yox,3,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,kredit karti,74.75,229.5,Hə,Hə Hə
4391-RESHN,Kişi,0,Yox,Yox,23,Hə,Hə,Fiber optic,Yox,Yox,Hə,Hə,Hə,Hə,ayliq,Hə,mail cek,104.05,2470.1,Hə,Hə Hə
9115-YQHGA,Kişi,0,Yox,Yox,40,Hə,Yox,DSL,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,51.1,2092.9,Yox,Hə Hə
4462-CYWMH,Kişi,1,Hə,Yox,62,Hə,Hə,Fiber optic,Yox,Hə,Yox,Yox,Yox,Hə,ayliq,Hə,bank transfer,89.8,5629.55,Yox,Hə Hə
8963-MQVYN,Qadın,0,Yox,Hə,22,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,elektronik cek,20.55,469.85,Yox,Hə Hə
2458-EOMRE,Qadın,0,Yox,Yox,11,Hə,Yox,DSL,Hə,Yox,Hə,Yox,Yox,Hə,ayliq,Yox,bank transfer,64.05,733.95,Yox,Hə Yox
9334-GWGOW,Kişi,1,Hə,Yox,7,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,74.85,485.25,Yox,Hə Hə
6821-BUXUX,Qadın,0,Yox,Yox,13,Hə,Hə,Fiber optic,Hə,Hə,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,96.65,1244.5,Hə,Hə Hə
5028-HTLJB,Kişi,1,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.05,20.05,Hə,Hə Yox
9801-GDWGV,Qadın,0,Yox,Yox,39,Hə,Hə,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,ayliq,Hə,elektronik cek,103.45,3994.45,Hə,Hə Hə
6542-LWGXJ,Kişi,0,Hə,Yox,3,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,mail cek,25.0,78.25,Yox,Yox Yox
5567-GZKQY,,0,Yox,Yox,58,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,kredit karti,20.3,1131.5,Yox,Hə Yox
1222-LRYKO,Kişi,0,Yox,Hə,6,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,26.35,184.05,Yox,Hə Yox
2320-JRSDE,Qadın,0,Hə,Hə,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,elektronik cek,19.9,19.9,Hə,Hə Hə
2087-QAREY,Qadın,0,Hə,Yox,22,Hə,Yox,DSL,Yox,Hə,Hə,Yox,Yox,Yox,ayliq,Hə,mail cek,54.7,1178.75,Yox,Hə Hə
0601-WZHJF,Kişi,0,Hə,Yox,14,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Yox,elektronik cek,46.35,667.7,Hə,Yox Yox
4423-JWZJN,Kişi,0,Hə,Hə,64,Hə,Hə,Fiber optic,Yox,Yox,Hə,Yox,Yox,Hə,illik,Yox,kredit karti,90.25,5629.15,Yox,Hə Yox
5143-WMWOG,Kişi,0,Yox,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,19.95,19.95,Hə,Hə Yox
6490-FGZAT,Kişi,0,Yox,Yox,6,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.65,109.3,Yox,Hə Yox
5393-RXQSZ,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Yox,elektronik cek,79.6,79.6,Hə,Hə Yox
7452-FOLON,Kişi,0,Yox,Hə,39,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,bank transfer,25.45,958.45,Yox,Hə Yox
2320-TZRRH,Qadın,0,,Yox,20,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.5,403.15,Yox,Hə Yox
0231-LXVAP,Kişi,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,75.9,75.9,Hə,Hə Hə
9444-JTXHZ,Kişi,0,Hə,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Yox,Yox,ayliq,Yox,elektronik cek,76.2,76.2,Hə,Hə Yox
4942-VZZOM,Kişi,0,Hə,Yox,64,Hə,Hə,DSL,Hə,Yox,Yox,Yox,Hə,Yox,illik,Hə,kredit karti,66.15,4392.5,Yox,Hə Hə
5510-BOIUJ,Kişi,0,Yox,Hə,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,19.25,19.25,Hə,Hə Yox
7502-BNYGS,Qadın,0,Hə,Yox,46,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Hə,Hə,ayliq,Hə,kredit karti,69.1,3168,Yox,Hə Hə
4291-HYEBC,Qadın,1,Hə,Hə,28,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Yox,Yox,Yox,Hə,illik,Hə,elektronik cek,39.1,1096.6,Yox,Yox Hə
6147-CBCRA,Qadın,0,Hə,Yox,33,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,20.05,669.45,Yox,Hə Yox
6047-SUHPR,Kişi,0,Hə,Hə,39,Hə,Yox,DSL,Hə,Hə,Hə,Yox,Yox,Yox,illik,Yox,elektronik cek,59.8,2343.85,Yox,Hə Yox
4471-KXAUH,Qadın,0,Hə,Yox,42,Hə,Hə,Fiber optic,Yox,Yox,Hə,Hə,Yox,Yox,ayliq,Hə,elektronik cek,84.3,3588.4,Hə,Hə Hə
9752-ZNQUT,Qadın,0,Yox,Yox,1,Hə,Yox,DSL,Yox,Hə,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,48.6,48.6,Yox,Hə Hə
7638-QVMVY,Qadın,0,Yox,Yox,7,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Hə,Yox,ayliq,Hə,elektronik cek,79.0,522.95,Hə,Hə Hə
1576-PFZIW,Kişi,1,Hə,Yox,70,Hə,Yox,Fiber optic,Hə,Hə,Hə,Yox,Hə,Hə,2illik,Yox,kredit karti,105.35,7511.9,Yox,Hə Yox
5666-MBJPT,Kişi,0,Yox,Yox,65,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Hə,bank transfer,25.1,1725,Yox,Hə Hə
7312-XSBAT,Kişi,0,Yox,Yox,1,Hə,Yox,DSL,Hə,Yox,Yox,Yox,Yox,Yox,ayliq,Yox,elektronik cek,49.75,49.75,Yox,Hə Yox
3096-GKWEB,Kişi,0,Hə,Yox,18,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,94.75,1691.9,Yox,Hə Hə
2371-JQHZZ,Kişi,0,Hə,Yox,24,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,93.0,2248.05,Yox,Hə Hə
0674-GCDXG,Kişi,0,Yox,Yox,63,Hə,Hə,DSL,Hə,Yox,Hə,Hə,Yox,Hə,2illik,Hə,bank transfer,71.9,4479.2,Yox,Hə Hə
1121-QSIVB,Qadın,0,Yox,Hə,44,Hə,Hə,DSL,Yox,Hə,Yox,Yox,Hə,Hə,illik,Hə,mail cek,77.55,3471.1,Yox,Hə Hə
4396-KLSEH,Kişi,0,Yox,Yox,4,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,elektronik cek,19.85,63,Yox,Hə Hə
3244-DCJWY,Qadın,0,Yox,Yox,1,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,elektronik cek,70.25,70.25,Hə,Hə Hə
2824-MYYBN,Qadın,0,Hə,Hə,37,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Hə,Hə,ayliq,Hə,elektronik cek,95.25,3314.15,Yox,Hə Hə
0875-CABNR,Qadın,1,Yox,Yox,10,Hə,Yox,Fiber optic,Yox,Yox,Hə,Yox,Yox,Hə,ayliq,Hə,kredit karti,84.6,865.55,Hə,Hə Hə
6345-HOVES,Kişi,0,Yox,Yox,34,Yox,Teleon xidmeti yoxdur,DSL,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,bank transfer,25.05,852.7,Yox,Yox Hə
8318-LCNBW,Kişi,0,Hə,Yox,35,Yox,Teleon xidmeti yoxdur,DSL,Hə,Yox,Hə,Yox,Hə,Hə,illik,Yox,kredit karti,53.15,1930.9,Yox,Yox Yox
6469-QJKZW,Qadın,0,Hə,Yox,4,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,20.15,91.4,Yox,Hə Yox
0147-ESWWR,Qadın,1,Hə,Yox,39,Hə,Hə,Fiber optic,Yox,Yox,Yox,Hə,Hə,Hə,ayliq,Hə,elektronik cek,101.25,3949.15,Yox,Hə Hə
1217-VASWC,Kişi,1,Hə,Yox,43,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Hə,Hə,illik,Hə,bank transfer,100.55,4304,Yox,Hə Hə
7812-FZHPE,Qadın,0,Hə,Hə,17,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,mail cek,24.1,409.9,Hə,Hə Yox
6370-ZVHDV,Qadın,0,Hə,Yox,61,Hə,Hə,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,2illik,Yox,bank transfer,25.3,1554.9,Yox,Hə Yox
5915-DGNVC,Qadın,0,Hə,Yox,49,Hə,Hə,DSL,Hə,Hə,Hə,Yox,Yox,Hə,illik,Yox,elektronik cek,71.8,3472.05,Yox,Hə Yox
6260-XLACS,,0,Yox,Yox,4,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,illik,Yox,mail cek,19.7,117.8,Yox,Hə Yox
3566-CAAYU,,0,Hə,Hə,64,Yox,Teleon xidmeti yoxdur,DSL,Yox,Hə,Hə,Hə,Yox,Hə,2illik,Yox,elektronik cek,49.85,3210.35,Yox,Yox Yox
4983-CCWMC,Kişi,0,Yox,Yox,3,Hə,Yox,Fiber optic,Yox,Yox,Yox,Yox,Yox,Yox,ayliq,Hə,mail cek,69.6,207.4,Yox,Hə Hə
9103-CXVOK,Kişi,0,Hə,Hə,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Yox,elektronik cek,19.75,19.75,Yox,Hə Yox
2896-TBNBE,Kişi,0,Hə,Yox,40,Hə,Yox,Fiber optic,Yox,Hə,Hə,Yox,Yox,Yox,illik,Yox,elektronik cek,80.8,3132.75,Yox,Hə Yox
4797-AXPXK,Qadın,0,Yox,Hə,1,Hə,Yox,DSL,Hə,Hə,Yox,Hə,Yox,Yox,ayliq,Hə,elektronik cek,60.0,60,Hə,Hə Hə
5229-PRWKT,Kişi,0,Yox,Yox,8,Hə,Hə,Fiber optic,Yox,Yox,Yox,Yox,Yox,Hə,ayliq,Hə,elektronik cek,86.55,649.65,Hə,Hə Hə
6982-UQZLY,Qadın,1,Hə,Yox,1,Hə,Yox,Yox,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,ayliq,Hə,mail cek,20.85,20.85,Hə,Hə Hə
